Name,Type of Agency,Tagline,Ratings,Reviews,Sponsor,MinProjectSize,HourlyRate,TeamSize,Location,ServiceNames,ServicePercentages,Feedback,WebsiteLink,ClutchDirectoryLink
Wolf&Whale,Product Design,Great Design is a Force of Nature.,4.9,16 REVIEWS,No,"$25,000+",$100 - $149 / hr,10 - 49,"Brooklyn, NY","Product Design,Branding,UX/UI Design,Web Design,Web Development","10,30,30,20,10","""They have a great ability to take stressful moments and easily create stunning and detail-oriented designs.""",https://www.wolfwhale.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/wolfwhale
Arionkoder,Product Design,"Leading Product Dev, AI and Staff Augmentation",4.9,10 REVIEWS,No,"$10,000+",$50 - $99 / hr,50 - 249,"Boston, MA","Product Design,IT Staff Augmentation,UX/UI Design,AI Development,AI Consulting,Custom Software Development","15,25,25,15,10,10","""They are, without a doubt, a world-class design and development firm.""",http://www.arionkoder.com/,https://clutch.co/profile/arionkoder
CodeFulcrum,Product Design,Empowering Digital Transformations,4.9,10 REVIEWS,No,"$10,000+",$25 - $49 / hr,50 - 249,"Lahore, Pakistan","Product Design,Custom Software Development,IT Staff Augmentation,IT Strategy Consulting","15,45,25,15","""Their thoughtful approach helps us to turn our ideas into complete features for our products.""",https://www.codefulcrum.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/codefulcrum
Furthermore,Product Design,Digital product and service design consultancy.,4.9,8 REVIEWS,No,"$50,000+",$100 - $149 / hr,2 - 9,"London, United Kingdom","Product Design,Digital Strategy,UX/UI Design,Web Design","20,35,25,20","""Their skills and knowledge really shone through.""",https://www.furthermore.co.uk/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/furthermore
Digital Natives,Product Design,Ideation. Validation. Execution.,4.8,15 REVIEWS,No,"$25,000+",$50 - $99 / hr,10 - 49,"Budapest, Hungary","Product Design,Mobile App Development,Web Development,UX/UI Design","20,30,30,20","“Our communication was very easy, and they understood our needs and requirements very well.”",http://digitalnatives.hu/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/digital-natives
Noomo Agency,Product Design,Thoughtful solutions crafted thru collaboration,5.0,14 REVIEWS,No,"$25,000+",$100 - $149 / hr,10 - 49,"Los Angeles, CA","Product Design,UX/UI Design,Web Design,Graphic Design,Web Development","10,50,25,10,5","""Netrix has provided us with a dedicated team that was fully committed to our project.""",https://noomoagency.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/noomo-agency
Fuego UX,Product Design,We design simple & intuitive digital experiences,5.0,17 REVIEWS,No,"$10,000+",$150 - $199 / hr,2 - 9,"Boulder, CO","Product Design,UX/UI Design,Web Design","10,80,10","""I was blown away by the professionalism and expertise in their craft.""",http://fuegoux.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/fuego-ux
Uinno,Product Design,Custom software development partner,5.0,11 REVIEWS,No,"$25,000+",$25 - $49 / hr,50 - 249,"L'viv, Ukraine","Product Design,Web Development,Mobile App Development,Custom Software Development,AI Development,IT Strategy Consulting,Web Design","10,25,20,15,10,10,10","""Their passion and dedication to the tasks are impressive.""",https://uinno.io/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/uinno
EMERGE,Product Design,High-value digital experiences. #1 UX Company,4.8,25 REVIEWS,No,"$50,000+",$150 - $199 / hr,10 - 49,"Portland, OR","Product Design,UX/UI Design","10,90",“EMERGE has a phenomenal process and lots of expertise when it comes to UX/UI.”,https://emergeinteractive.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-product-design,https://clutch.co/profile/emerge
Flutter Development AA+ | Codigee,Product Design,We are Flutter Development Experts.,5.0,11 REVIEWS,No,"$5,000+",$25 - $49 / hr,10 - 49,"Poznań, Poland","Product Design,Mobile App Development","10,90",“The ratio between their price and quality was impressive.”,https://codigee.com/contact-form/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/flutter-development-aa-codigee
PixelMusica,Product Design,"Creativity grounded in truth, goodness and beauty.",5.0,4 REVIEWS,No,"$10,000+",$300+ / hr,10 - 49,"Singapore, Singapore","Product Design,Video Production,Web Design,Web Development,Corporate Photography","10,35,20,20,15","""They responded to our inquiries, needs, and requests with great care, thoughtfulness, and sensitivity.""",https://www.pixelmusica.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/pixelmusica
Emblem Technologies Inc.,Product Design,We bring ideas to life,5.0,4 REVIEWS,No,"$50,000+",$25 - $49 / hr,50 - 249,"Dover, DE","Product Design,BI & Big Data Consulting & SI,Custom Software Development,ERP Consulting and SI,Mobile App Development,Web Development","10,25,25,15,15,10","""Everyone at Emblem Technologies Inc. is an absolute pleasure to work with.""",https://www.emblemtechnologies.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/emblem-technologies
Horus,Product Design,Mobile Development Studio,5.0,6 REVIEWS,No,"$10,000+",$50 - $99 / hr,2 - 9,"Montevideo, Uruguay","Product Design,Mobile App Development,UX/UI Design","10,70,20","""I appreciated working with a small team that was clearly invested in their work and our product.""",https://horus.com.uy/,https://clutch.co/profile/horus
Fabel X Dev,Product Design,We achieve DIGITAL GREATNESS together with YOU,5.0,10 REVIEWS,No,"$25,000+",$50 - $99 / hr,10 - 49,"Cluj-Napoca, Romania","Product Design,Mobile App Development,Web Development,Web Design,UX/UI Design","10,30,30,20,10","""Their ideas and development skills were impressive in the workflow.""",https://fabelx.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=fabel-clutch-profile,https://clutch.co/profile/fabel-x-dev
LaSoft,Product Design,"We Design, Build, and Delivery Web and Mobile apps",4.9,15 REVIEWS,No,"$10,000+",$25 - $49 / hr,50 - 249,"Łódź, Poland","Product Design,Custom Software Development,Web Development,IT Strategy Consulting,Mobile App Development,UX/UI Design","10,45,15,10,10,10","""All of our requests were understood clearly and implemented correctly.""",https://www.lasoft.org/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/lasoft
Evenset Inc.,Product Design,"Web and Mobile Application, Custom Software",4.9,15 REVIEWS,No,"$25,000+",$100 - $149 / hr,10 - 49,"Toronto, Canada","Product Design,Custom Software Development,Mobile App Development,Architectural Design,Wearable App Development","10,50,30,5,5","""I have been pleased with both the quality of the work and their talent for anticipating our needs.""",https://evenset.com/?utm_source=clutch&utm_medium=referral,https://clutch.co/profile/evenset
Webalize,Product Design,Building the next generation of digital products.,5.0,10 REVIEWS,No,"$5,000+",$25 - $49 / hr,10 - 49,"Warszawa, Poland","Product Design,Web Development,UX/UI Design,E-Commerce Development,Web Design","10,40,20,15,15","""We were also impressed with their perfect communication.""",https://webalize.me/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/webalize
Brand Provoke,Product Design,Branding | Design | Digital Strategy,4.7,12 REVIEWS,No,"$10,000+",$50 - $99 / hr,10 - 49,"Ghaziabad, India","Product Design,Branding,Advertising,Digital Strategy,Packaging Design,Web Development","10,50,10,10,10,10","""As starters they are a very bright and enthusiastic team to work with.""",https://www.brandprovoke.com/project-planner/,https://clutch.co/profile/brand-provoke
Creatibuzz LLC,Product Design,Infinitly Creative,5.0,6 REVIEWS,No,"$1,000+",$25 - $49 / hr,10 - 49,"San Francisco, CA","Product Design,UX/UI Design,Web Design,Web Development","10,40,40,10","""The final results exceeded our expectations, and we highly recommend their UI/UX design services.""",https://creatibuzz.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/creatibuzz
XAM,Product Design,High Quality UX/UI Designers & Software Developers,5.0,1 REVIEW,No,"$10,000+",Undisclosed,50 - 249,"Sydney, Australia","Product Design,Mobile App Development,Web Development,Application Testing,Cloud Consulting & SI,Custom Software Development,Enterprise App Modernization,UX/UI Design","10,20,20,10,10,10,10,10","""Xam’s extensive resources have made the engagement convenient and efficient.""",https://xam.com.au/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/xam
Usability Sciences,Product Design,User Research & Usability,5.0,4 REVIEWS,No,"$10,000+",Undisclosed,10 - 49,"Irving, TX","Product Design,Application Testing,Custom Software Development,Market Research,UX/UI Design","20,20,20,20,20","""The collaboration and communication process were pretty seamless.""",https://www.usabilitysciences.com/services/,https://clutch.co/profile/usability-sciences
INTEGRA SOURCES,Product Design,Custom Hardware & Software Development Company,4.9,23 REVIEWS,No,"$10,000+",$50 - $99 / hr,50 - 249,"Astana, Kazakhstan","Product Design,IoT Development,Custom Software Development","45,45,10","""They were willing to get into the issue and put in the effort to fix it.""",https://www.integrasources.com/,https://clutch.co/profile/integra-sources
altr,Product Design,We Design The Future Every Day,4.8,29 REVIEWS,No,"$25,000+",$200 - $300 / hr,50 - 249,"Boston, MA","Product Design,UX/UI Design,Web Design","70,15,15","""Their creative design is their biggest strength.""",http://www.getaltrd.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/altr
Inertia Product Development,Product Design,"Product Design, Strategy, & Manufacturing",5.0,1 REVIEW,No,"$75,000+",$150 - $199 / hr,10 - 49,"Toronto, Canada","Product Design,Contract Manufacturing","50,50","""They're excellent and reliable.""",https://inertiapd.com/,https://clutch.co/profile/inertia-product-development
Underbelly,Product Design,Making things better together.,5.0,2 REVIEWS,No,"$50,000+",Undisclosed,10 - 49,"Salt Lake City, UT","Product Design,Branding,Web Design,Video Production","50,20,20,10","""Underbelly took the time to understand us and what we were trying to accomplish.""",https://www.underbelly.is/,https://clutch.co/profile/underbelly
Analogy Design,Product Design,Human By Design,4.8,15 REVIEWS,No,"$10,000+",Undisclosed,10 - 49,"Bengaluru, India","Product Design,UX/UI Design","70,30","""Analogy Design offers creative solutions for any challenge.""",https://analogydesign.co/,https://clutch.co/profile/analogy-design
ELEKS,Product Design,Your Tech Partner for Market-leading Products,4.8,28 REVIEWS,No,"$50,000+",$50 - $99 / hr,"1,000 - 9,999","Tallinn, Estonia","Product Design,Custom Software Development,AI Development,Cybersecurity,IT Staff Augmentation,BI & Big Data Consulting & SI,Cloud Consulting & SI,ERP Consulting and SI","10,45,10,10,10,5,5,5","“No matter how late the hours were, they would do everything they could to help.”",https://eleks.com/services/product-design/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-product-design,https://clutch.co/profile/eleks
Uruit,Product Design,A Los Angeles digital product development agency,4.8,27 REVIEWS,No,"$50,000+",$50 - $99 / hr,50 - 249,"Los Angeles, CA","Product Design,UX/UI Design,Mobile App Development,Web Development,Custom Software Development,AI Development","30,25,15,15,10,5",“They’re industry-leading in terms of communication and timeliness of delivery.”,https://www.uruit.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-product-design,https://clutch.co/profile/uruit
Polyform Design Studio,Product Design,Designer Co-Founder as a Service.,5.0,10 REVIEWS,No,"$100,000+",$150 - $199 / hr,10 - 49,"Vancouver, Canada","Product Design,AR/VR Development,UX/UI Design","50,25,25","""We did several on-site together, and collaborating with them was a great experience.""",http://polyform.co/,https://clutch.co/profile/polyform-design-studio
Lazarev.,Product Design,Fostering startup growth with user-centric design.,5.0,17 REVIEWS,No,"$50,000+",$100 - $149 / hr,50 - 249,"New York, NY","Product Design,UX/UI Design,Graphic Design,Web Design","30,50,10,10","""I've never worked with a vendor operating so well, especially on a creative job.""",https://www.lazarev.agency/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-product-design,https://clutch.co/profile/lazarev
Momentum Product Design,Product Design,"Product Design Comapny in Ontario, Canada",5.0,1 REVIEW,No,"$5,000+",$100 - $149 / hr,2 - 9,"Ottawa, Canada","Product Design,IoT Development,Packaging Design","80,10,10","""I feel lucky to have found them.""",http://www.designmomentum.com/,https://clutch.co/profile/momentum-product-design
Equal,Product Design,We create user experience for complex systems,5.0,34 REVIEWS,No,"$5,000+",$25 - $49 / hr,10 - 49,"Kharkiv, Ukraine","Product Design,UX/UI Design,Other","46,45,9","""I like their attention to detail and understanding of their client's goals and scope.""",https://equal.design/,https://clutch.co/profile/equal
KDE,Product Design,R&D for consumer electronics,5.0,10 REVIEWS,No,"$10,000+",$25 - $49 / hr,10 - 49,"Kyiv, Ukraine","Product Design,IoT Development,Contract Manufacturing","60,30,10","""They consistently delivered on time or early, even thoughtfully anticipating future needs before they were requested.""",https://kde.agency/?utm_source=clutch,https://clutch.co/profile/kde
Ventrify Inc.,Product Design,Shaping Ideas Into Products.,4.8,6 REVIEWS,No,"$10,000+",$150 - $199 / hr,2 - 9,"Edmonton, Canada","Product Design,Logistics & Supply Chain Consulting","80,20",''I feel confident in them and trust them with my eyes closed.'',http://www.ventrify.net/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/ventrify
workshore,Product Design,Full-service Webflow Agency,4.9,13 REVIEWS,No,"$1,000+",$25 - $49 / hr,10 - 49,"Arpora, India","Product Design,Web Design","50,50","""They always meet their deadlines, no matter what.""",https://workshore.io/,https://clutch.co/profile/workshore
Raymont-Osman Product Design,Product Design,Define. Design. Develop. Deliver.,4.8,2 REVIEWS,No,"$1,000+",Undisclosed,2 - 9,"Broadwell, United Kingdom","Product Design,Other Design","60,40","""They were creative, professional, and lateral thinkers who knew their business inside out.""",https://www.raymont-osman.com/,https://clutch.co/profile/raymont-osman-product-design
4DESIGN,Product Design,Visionary Industrial Designers shaping the future,5.0,1 REVIEW,No,"$10,000+",$100 - $149 / hr,2 - 9,"Surry Hills, Australia","Product Design,Contract Manufacturing,Out of Home Design,Packaging Design,UX/UI Design","75,10,5,5,5",“Everyone is very friendly and approachable. We get to speak to all of the team.”,https://www.4design.com.au/,https://clutch.co/profile/4design
Meka Innovation Pte Ltd,Product Design,A product Innovation Agency,4.8,3 REVIEWS,No,"$25,000+",$200 - $300 / hr,2 - 9,Singapore,"Product Design,IoT Development,Contract Manufacturing","85,10,5","""They were honest, hardworking, and open to pretty much anything.""",http://www.mekainnovation.com/,https://clutch.co/profile/meka-innovation-pte
Cre8 Team,Product Design,We transform your ideas into a stunning design,5.0,23 REVIEWS,No,"$5,000+",$50 - $99 / hr,10 - 49,"Kharkiv, Ukraine","Product Design,UX/UI Design,Web Design,Graphic Design","40,35,20,5","""I was able to communicate my vision directly to the source and the outcome was exactly as I wished.""",http://cre8.team/,https://clutch.co/profile/cre8-team
Fabrity,Product Design,"We are ""The Software Creators""",4.6,9 REVIEWS,No,"$25,000+",$25 - $49 / hr,250 - 999,"Warszawa, Poland","Product Design,Custom Software Development,Blockchain,Mobile App Development,Web Development","30,40,10,10,10","""Communication with the core team was direct. The feedback was prompt and the project progressed quickly.""",https://fabrity.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/fabrity
Inflexion Software,Product Design,Custom Software Design and development,4.8,7 REVIEWS,No,"$10,000+",$25 - $49 / hr,10 - 49,"Ciudad de México, Mexico","Product Design,UX/UI Design,Custom Software Development,Mobile App Development,E-Commerce Development","30,30,15,15,10",“Inflexion can go neck to neck with any big company.”,https://inflexionsoftware.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/inflexion-software
Computools,Product Design,Unlock Tomorrow,4.8,30 REVIEWS,No,"$75,000+",$25 - $49 / hr,250 - 999,"New York, NY","Product Design,Custom Software Development,Mobile App Development,Web Development","25,25,25,25","""We highly appreciate their competence and friendliness.'""",https://computools.com/get-in-touch/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/computools
Patagonian,Product Design,Building great digital solutions,4.9,7 REVIEWS,No,"$25,000+",$25 - $49 / hr,50 - 249,"General Roca, Argentina","Product Design,IT Staff Augmentation,Custom Software Development,UX/UI Design","15,60,15,10",“They were terrific to work with in every way.”,https://more.patagonian.com/product-discovery/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-product-design,https://clutch.co/profile/patagonian
FiveDotTwelve,Product Design,Experienced team dedicated to your project,4.9,31 REVIEWS,No,"$25,000+",$50 - $99 / hr,10 - 49,"Łódź, Poland","Product Design,Mobile App Development,IoT Development,AI Development,Web Development","10,50,20,10,10","""We established mutually beneficial ways of working and short feedback loops so we could improve our efficiency.""",https://fivedottwelve.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-product-design,https://clutch.co/profile/fivedottwelve
Prime Studio,Product Design,Designing Real Products for Real People.,4.9,11 REVIEWS,No,"$25,000+",$200 - $300 / hr,10 - 49,"New York, NY","Product Design,Packaging Design,Branding","40,35,25","""I'm very confident we did everything we needed to do.""",http://www.primestudio.com/,https://clutch.co/profile/prime-studio
OmbuLabs,Product Design,The Lean Software Boutique,5.0,2 REVIEWS,No,"$50,000+",$200 - $300 / hr,10 - 49,"Philadelphia, PA","Product Design,Custom Software Development,Web Development,Application Testing,Mobile App Development","25,25,20,15,15",''Their expertise and skill levels were their best attributes.'',https://ombulabs.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-product-design,https://clutch.co/profile/ombulabs
Greensighter,Product Design,Specialized UX/UI design agency,5.0,12 REVIEWS,No,"$50,000+",$150 - $199 / hr,10 - 49,"San Francisco, CA","Product Design,UX/UI Design,Web Development,Graphic Design","30,30,30,10","""It was very interesting to hear their ideas. Very smart guys and easy to work with.""",https://greensighter.com/,https://clutch.co/profile/greensighter
Nyker,Product Design,Generating value through exceptional innovation,4.8,3 REVIEWS,No,"$5,000+",Undisclosed,2 - 9,"Hove, United Kingdom","Product Design,Business Consulting,Packaging Design","80,10,10","""The most impressive thing about Nyker is the solution they came up with for our product.""",https://www.nykerdesign.com/,https://clutch.co/profile/nyker
Flatstudio,Product Design,Let us become your new superpower 🦄,5.0,3 REVIEWS,No,"$25,000+",$50 - $99 / hr,10 - 49,"Lisboa, Portugal","Product Design,UX/UI Design,Web Design,Graphic Design,Web Development,Branding,Logo,Mobile App Development,Print Design","30,15,15,10,10,5,5,5,5","""Flatstudio is always very affable and deeply interested in success of our project.""",http://flatstudio.co/,https://clutch.co/profile/flatstudio
Concepter,Product Design,We Built Hardware | Product Design & Engineering,4.5,5 REVIEWS,No,"$1,000+",$25 - $49 / hr,10 - 49,"Kyiv, Ukraine","Product Design,IoT Development,Packaging Design","65,30,5","""If customers give them that freedom, their team will deliver unique and creative work.""",http://concepter.co/,https://clutch.co/profile/concepter
visux.net,Product Design,We build digital products,5.0,17 REVIEWS,No,"$5,000+",$50 - $99 / hr,10 - 49,"Warszawa, Poland","Product Design,UX/UI Design,Logo,Web Design","40,40,10,10","""They were willing to really understand the needs of the client.""",https://visux.net/,https://clutch.co/profile/visuxnet
Earthr,Product Design,Design and no-code development studio,4.8,3 REVIEWS,No,"$10,000+",$100 - $149 / hr,10 - 49,"Tallinn, Estonia","Product Design,UX/UI Design,Web Design,Branding","50,25,20,5","""They're really talented at Webflow and take a lot of ownership over the project they're working on.""",https://www.earthr.co/,https://clutch.co/profile/earthr
Bang Creations Ltd,Product Design,Product Design Engineers BCorp Certified,5.0,2 REVIEWS,No,"$1,000+",Undisclosed,2 - 9,"Haslemere, United Kingdom","Product Design,Contract Manufacturing,Logo,Other","70,20,5,5","""At all three stages, the expected work was delivered on time and presented succinctly.""",https://www.bangcreations.co.uk/,https://clutch.co/profile/bang-creations
BeCurious Studio,Product Design,"NYC based, award-winning, design sprint agency.",5.0,5 REVIEWS,No,"$100,000+",$300+ / hr,10 - 49,"New York, NY","Product Design,Business Consulting,Digital Strategy,UX/UI Design","50,20,20,10","""I'm impressed with their candor and fresh perspective on an old industry.""",https://becurious.co/,https://clutch.co/profile/becurious-studio
Proximity Lab,Product Design,"UX research, strategy & design",4.9,6 REVIEWS,No,"$50,000+",$200 - $300 / hr,10 - 49,"Portsmouth, NH","Product Design,UX/UI Design,Enterprise App Modernization","40,40,20","""They went above and beyond the scope to further improve the finished product.""",http://www.proximitylab.com/,https://clutch.co/profile/proximity-lab
Droid Technologies,Product Design,Embedded/Hardware/IoT/Robotics/Linux/RTOS,4.9,43 REVIEWS,No,"$25,000+",$25 - $49 / hr,50 - 249,"Kyiv, Ukraine","Product Design,IoT Development,Mobile App Development,Packaging Design","30,40,20,10","""They deliver results according to the schedule and are very flexible in supporting us whenever we change requirements.""",https://droid-technologies.com/,https://clutch.co/profile/droid-technologies
Qream,Product Design,Start-ups love our branding,5.0,22 REVIEWS,No,"$10,000+",$50 - $99 / hr,10 - 49,"Kyiv, Ukraine","Product Design,Branding,Web Design,AR/VR Development,Graphic Design,Logo,UX/UI Design,Web Development","10,25,25,10,10,10,5,5","""I loved the passion that everyone had for this project.""",http://theqream.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/qream
Big Human,Product Design,"A technology, design, and branding company",5.0,4 REVIEWS,No,Undisclosed,Undisclosed,10 - 49,"New York, NY","Product Design,Branding,Mobile App Development,UX/UI Design,Web Development","20,20,20,20,20","""It felt like they always wanted to learn how our business works.""",https://bighuman.com/,https://clutch.co/profile/big-human
Studio Red,Product Design,Studio Red Product Development,4.8,2 REVIEWS,No,"$25,000+",$150 - $199 / hr,10 - 49,"Menlo Park, CA","Product Design,UX/UI Design,Web Design,Packaging Design","65,20,10,5","""They are responsive, capable, and staffed with subject matter experts across a spectrum of disciplines...""",https://studiored.com/,https://clutch.co/profile/studio-red
INTechHouse,Product Design,hardware house software house nearshoring,5.0,7 REVIEWS,No,"$25,000+",$50 - $99 / hr,50 - 249,"Bydgoszcz, Poland","Product Design,Custom Software Development,AR/VR Development,Application Testing,BI & Big Data Consulting & SI,Cloud Consulting & SI,IT Staff Augmentation,IoT Development,Mobile App Development","15,15,10,10,10,10,10,10,10","""They have excellent specialists.""",https://intechhouse.com/,https://clutch.co/profile/intechhouse-0
NOA Labs,Product Design,Design | Engineer | Manufacture,5.0,2 REVIEWS,No,"$1,000+",$50 - $99 / hr,50 - 249,"Hong Kong, Hong Kong","Product Design,Contract Manufacturing,Packaging Design,Wearable App Development,Business Consulting","35,40,10,10,5",“Their team is competent and able to accomplish any tasks assigned to them.”,https://www.noa-labs.com/,https://clutch.co/profile/noa-labs
TowerHouse Studio,Product Design,Technology That's All About You,4.9,16 REVIEWS,No,"$5,000+",$25 - $49 / hr,10 - 49,"Montevideo, Uruguay","Product Design,Mobile App Development,Custom Software Development,IT Staff Augmentation","10,70,10,10","""Without their guidance, our platform would have been a far inferior product.""",https://www.towerhousestudio.com/,https://clutch.co/profile/towerhouse-studio
EGO,Product Design,Inspired by design,5.0,4 REVIEWS,No,"$5,000+",$25 - $49 / hr,10 - 49,"ASL, Argentina","Product Design,UX/UI Design,Web Development","33,34,33","""I was particularly impressed with their creativity and innovation.""",https://egodesign.io/,https://clutch.co/profile/ego-0
Symetria UX,Product Design,UX/UI Design,5.0,1 REVIEW,No,"$1,000+",$50 - $99 / hr,10 - 49,"Poznań, Poland","Product Design,UX/UI Design,Digital Strategy","45,45,10","""They did the whole process with big attention to details.""",http://www.symetriaux.com/,https://clutch.co/profile/symetria-ux
Peschkedesign,Product Design,User-oriented designs for measurable success,4.8,7 REVIEWS,No,"$5,000+",$100 - $149 / hr,10 - 49,"Wien, Austria","Product Design,UX/UI Design,Content Marketing,Mobile App Development","30,30,20,20","""What’s nice about Peschkedesign, is they work way over their regular contracts.""",https://www.peschke.at/,https://clutch.co/profile/peschkedesign
Fuselab Creative,Product Design,UX Design Agency in DC Area,5.0,8 REVIEWS,No,"$25,000+",$100 - $149 / hr,10 - 49,"Tysons, VA","Product Design,UX/UI Design","35,65","""Everything has been awesome, and we feel like the project is very successful.""",https://fuselabcreative.com/,https://clutch.co/profile/fuselab-creative
ustwo studio,Product Design,Digital Products | Make Things to Change Things,4.5,2 REVIEWS,No,"$50,000+",$150 - $199 / hr,50 - 249,"Surry Hills, Australia","Product Design,Mobile App Development,UX/UI Design,Web Development,AR/VR Development,Wearable App Development","30,20,20,20,5,5","""They had the ability to think quickly, act quickly, and build quickly.""",https://www.ustwo.com/,https://clutch.co/profile/ustwo-studio
Small Planet,Product Design,Solving complex problems for innovative brands,4.8,15 REVIEWS,No,"$100,000+",$100 - $149 / hr,10 - 49,"New York, NY","Product Design,Mobile App Development,Web Design,Web Development,E-Commerce Development,UX/UI Design,Custom Software Development","10,25,20,20,10,10,5","""Their responsiveness to requests, comments and concerns had been very fast and thorough.""",https://smallplanet.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-product-design,https://clutch.co/profile/small-planet
Wonderment Apps,Product Design,"Design Like A Butterfly, Code Like A Bee",4.9,24 REVIEWS,No,"$5,000+",$50 - $99 / hr,50 - 249,"Los Angeles, CA","Product Design,Mobile App Development,Web Development,Custom Software Development,IT Staff Augmentation","15,30,30,15,10","""Wonderment Apps was truly professional, and they keenly listened to our needs.""",https://www.wondermentapps.com/contact-us//?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/wonderment-apps
ANDESIGN,Product Design,You mean business. We mean design.,5.0,1 REVIEW,No,"$5,000+",Undisclosed,10 - 49,"Newport Beach, CA","Product Design,Contract Manufacturing","70,30","""They’ve never failed me when I reached out to them.""
 """,http://www.andesignlab.com/,https://clutch.co/profile/andesign
PureLogics,Product Design,No Magic. Just Logic.,4.9,12 REVIEWS,No,"$10,000+",$25 - $49 / hr,250 - 999,"New York, NY","Product Design,Mobile App Development,Web Development,Cloud Consulting & SI,E-Commerce Development","20,30,30,10,10","""They always do everything in their power to make sure that we are happy, and this means a lot.""",http://www.purelogics.net/,https://clutch.co/profile/purelogics
Consonance,Product Design,ONE-STOP medical device design & development,5.0,4 REVIEWS,No,"$10,000+",$50 - $99 / hr,10 - 49,"Kraków, Poland","Product Design,Engineering,UX/UI Design,Contract Manufacturing","30,50,15,5","""They focus on and think about their customers’ needs.""",https://consonance.tech/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-product-design,https://clutch.co/profile/consonance
Upstairs Studio,Product Design,Design for ever-changing world,5.0,3 REVIEWS,No,"$5,000+",$100 - $149 / hr,2 - 9,"Tallinn, Estonia","Product Design,Branding,Graphic Design,Other Design","50,30,10,10","""Their experience and thorough preliminary work are commendable.""",https://upstairs.ee/,https://clutch.co/profile/upstairs-studio
EDISONDA,Product Design,Business design and Innovations,4.9,14 REVIEWS,No,"$5,000+",$50 - $99 / hr,10 - 49,"Kraków, Poland","Product Design,UX/UI Design,Digital Strategy","30,60,10","""We not only received a system design but also support in deciding which functionalities to choose from.""",http://www.edisonda.com/,https://clutch.co/profile/edisonda
reloadux,Product Design,High-value UI/UX Design Partner for Product Teams,4.9,8 REVIEWS,No,"$25,000+",$25 - $49 / hr,10 - 49,"Reston, VA","Product Design,UX/UI Design,Web Design","30,60,10","""reloadux delivered exceptional UX/UI designs, elevating user engagement and satisfaction.""",https://reloadux.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/reloadux
estudio/nk,Product Design,"We design for brands, we work for people",4.9,4 REVIEWS,No,"$10,000+",$50 - $99 / hr,10 - 49,"Buenos Aires, Argentina","Product Design,Web Design,Branding,UX/UI Design,Custom Software Development,E-Commerce Development,Graphic Design,Mobile App Development,Packaging Design,Print Design,Video Production,Web Development","10,30,10,10,5,5,5,5,5,5,5,5","""We were impressed with their commitment to the project.""",https://www.estudionk.com/,https://clutch.co/profile/estudionk
