Name,Type of Agency,Tagline,Ratings,Reviews,Sponsor,MinProjectSize,HourlyRate,TeamSize,Location,ServiceNames,ServicePercentages,Feedback,WebsiteLink,ClutchDirectoryLink
Murmur Creative,Packaging Design,Branding with Heart,4.9,13 REVIEWS,No,"$25,000+",$150 - $199 / hr,10 - 49,"Portland, OR","Packaging Design,Branding,Web Design,Logo,Print Design,Web Development,Corporate Photography","20,25,20,10,10,10,5","""The whole operation just exuded professionalism, though everybody was extremely friendly.""",https://murmurcreative.com/,https://clutch.co/profile/murmur-creative
Indesign Elements,Packaging Design,Our Approach- Interact | Ideate | Innovate,4.7,13 REVIEWS,No,"$1,000+",$25 - $49 / hr,10 - 49,"Pune, India","Packaging Design,Branding,UX/UI Design","30,40,30","""They took the time to understand our brand, values, and business objectives.""",http://www.indesignelements.com/,https://clutch.co/profile/indesign-elements
Revel Brand Design,Packaging Design,Design + Marketing Agency Serving Northern CA,5.0,4 REVIEWS,No,"$10,000+",$150 - $199 / hr,2 - 9,"Petaluma, CA","Packaging Design,Branding,Marketing Strategy,Graphic Design,Web Design","35,35,15,10,5","""The flexible team works well with a very involved client CEO.""",http://www.thinkrevel.com/,https://clutch.co/profile/revel-brand-design
Process AG,Packaging Design,Improving profits and products for D2C brands.,5.0,3 REVIEWS,No,"$10,000+",$100 - $149 / hr,10 - 49,"Los Angeles, CA","Packaging Design,Contract Manufacturing,Branding,Product Design","30,40,20,10",“The team has an incredible set of design skills.” ,http://processag.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-packaging-design,https://clutch.co/profile/process-ag
Artsy Geek,Packaging Design,Take Your Brand to the Next Level,4.8,4 REVIEWS,No,Undisclosed,$100 - $149 / hr,2 - 9,"Oakland, CA","Packaging Design,Email Marketing,Graphic Design,Branding,Search Engine Optimization,Social Media Marketing,UX/UI Design,Web Design,Web Development","10,15,15,10,10,10,10,10,10","""They were blown away by the level and look of everything that Artsy Geek did for us. Having my bosses and their…""",http://www.artsygeek.com/,https://clutch.co/profile/artsy-geek
vve.design,Packaging Design,Bringing bold brands to life that inspire,5.0,5 REVIEWS,No,"$10,000+",$200 - $300 / hr,2 - 9,"Milano, Italy","Packaging Design,Branding,Graphic Design","30,50,20","""Their creativity focuses on our brand's success rather than the satisfaction of our personal desires.""",https://vve.design/,https://clutch.co/profile/vvedesign
Brand New Creative,Packaging Design,BrandNew Creative - Great Work for Great People,5.0,9 REVIEWS,No,"$5,000+",$100 - $149 / hr,2 - 9,"Dublin, Ireland","Packaging Design,Branding,Graphic Design,Web Design","20,50,20,10","""Their individual approach and attentiveness to our needs were impressive.""",https://brandnew.ie/,https://clutch.co/profile/brand-new-creative-0
TRIXMEDIA Inc,Packaging Design,Creating Possibilities,4.9,39 REVIEWS,No,"$10,000+",$200 - $300 / hr,2 - 9,"Beverly Hills, CA","Packaging Design,Branding","40,60","""They are a group of brilliant young people with amazing ideas and approaches.""",http://www.trixmedia.com/?utm_source=clutch&utm_medium=referral&utm_campaign=agencies-packaging-design,https://clutch.co/profile/trixmedia
Droid Technologies,Packaging Design,Embedded/Hardware/IoT/Robotics/Linux/RTOS,4.9,43 REVIEWS,No,"$25,000+",$25 - $49 / hr,50 - 249,"Kyiv, Ukraine","Packaging Design,IoT Development,Product Design,Mobile App Development","10,40,30,20","""They deliver results according to the schedule and are very flexible in supporting us whenever we change requirements.""",https://droid-technologies.com/,https://clutch.co/profile/droid-technologies
WonderWild,Packaging Design,We brings brands to life through compelling design,5.0,15 REVIEWS,No,"$10,000+",$100 - $149 / hr,2 - 9,"Lincoln, NE","Packaging Design,Branding,Logo","15,70,15","""The design work spoke for itself, but their approach really impressed me.""",http://wonderwild.co/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/wonderwild
Aida Pioneer,Packaging Design,Effective branding for products and businesses,5.0,7 REVIEWS,No,"$5,000+",$50 - $99 / hr,10 - 49,"San Francisco, CA","Packaging Design,Branding,Logo,Advertising","40,35,20,5","""Aida Pioneer did an excellent job, and we were extremely pleased with the quality of their work.""",https://aidapioneer.com/,https://clutch.co/profile/aida-pioneer
Cohere,Packaging Design,The intersection of food + place + impact.,4.9,11 REVIEWS,No,"$25,000+",$150 - $199 / hr,10 - 49,"Philadelphia, PA","Packaging Design,Branding,Social Media Marketing,Web Design,Video Production","20,35,20,15,10",“Their immediate response time is impeccable.”,http://cohere.city/,https://clutch.co/profile/cohere
Brandma™,Packaging Design,brand makes more,5.0,11 REVIEWS,No,"$5,000+",$50 - $99 / hr,2 - 9,"Poznań, Poland","Packaging Design,Web Design,Branding,Graphic Design","10,40,30,20","""Brandma™ adapts quickly so whenever we present a challenge, they seize the opportunity.""",http://www.brandma.pl/,https://clutch.co/profile/brandma
Manifiesto,Packaging Design,We shape the invisible,5.0,9 REVIEWS,No,"$1,000+",$50 - $99 / hr,2 - 9,"Ciudad de México, Mexico","Packaging Design,Branding,Logo,Graphic Design,Web Design","25,40,20,10,5","""They've delivered everything on time and way above expectations.""",https://www.bymanifiesto.mx/,https://clutch.co/profile/manifiesto-0
Kiss Branding,Packaging Design,Ambitious Brand Transformation,5.0,6 REVIEWS,No,"$10,000+",$100 - $149 / hr,2 - 9,"Leeds, United Kingdom","Packaging Design,Branding,Web Design,Print Design","15,60,15,10","""I was impressed by their genuine interest in our business.""",http://www.kissbranding.co.uk/,https://clutch.co/profile/kiss-branding
Hunter,Packaging Design,Change your brand for the better.,4.7,13 REVIEWS,No,"$25,000+",Undisclosed,2 - 9,"South Yarra, Australia","Packaging Design,Branding","40,60","""They really worked to understand our business and our goal for the project.""",https://hunterand.co/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/hunter
Ashbi Creative Studio,Packaging Design,"Boutique studio for websites, branding & marketing",5.0,7 REVIEWS,No,"$5,000+",$100 - $149 / hr,2 - 9,"Toronto, Canada","Packaging Design,Branding,Pay Per Click,Search Engine Optimization,Web Design","20,20,20,20,20","""Their talent level is second to none.""",https://www.ashbi.ca/,https://clutch.co/profile/ashbi-creative-studio
Empowered Ecommerce,Packaging Design,High End Branding & Web Design for Ecommerce,5.0,2 REVIEWS,No,"$1,000+",$150 - $199 / hr,10 - 49,"Wichita Falls, TX","Packaging Design,Branding,E-Commerce Development,Web Design,Email Marketing,Marketing Strategy,Conversion Optimization,Search Engine Optimization","10,20,20,20,10,10,5,5","""Their level of organization was impressive.""",https://empowered-ecommerce.com/,https://clutch.co/profile/empowered-ecommerce
Oxide Design Co.,Packaging Design,Craft branding and design,5.0,1 REVIEW,No,"$5,000+",$150 - $199 / hr,2 - 9,"Omaha, NE","Packaging Design,Branding,Logo,Web Design,Graphic Design,Print Design,UX/UI Design","25,25,25,10,5,5,5","""Their team excels at collaborating and brainstorming ideas with us.""",https://oxidedesign.com/,https://clutch.co/profile/oxide-design-co
SUVA Inc,Packaging Design,We build powerful brands that connect and inspire,5.0,5 REVIEWS,No,"$10,000+",$200 - $300 / hr,2 - 9,"Brooklyn, NY","Packaging Design,Branding,Web Design,Graphic Design","10,60,20,10",“SUVA Inc’s work quality is top-notch.”,http://suvadesign.com/,https://clutch.co/profile/suva
Qonkur Media Group,Packaging Design,We Make Ideas Happen,5.0,2 REVIEWS,No,"$10,000+",$150 - $199 / hr,10 - 49,"Ferndale, MI","Packaging Design,Branding,Marketing Strategy,Digital Strategy,Social Media Marketing","20,30,30,10,10","""I don’t feel like just a client, I feel like this company is working just for me.""",http://qonkur.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/qonkur-media-group
Momentum Product Design,Packaging Design,"Product Design Comapny in Ontario, Canada",5.0,1 REVIEW,No,"$5,000+",$100 - $149 / hr,2 - 9,"Ottawa, Canada","Packaging Design,Product Design,IoT Development","10,80,10","""I feel lucky to have found them.""",http://www.designmomentum.com/,https://clutch.co/profile/momentum-product-design
id8,Packaging Design,FOCUSED ON YOUR BRAND,4.8,35 REVIEWS,No,"$10,000+",$150 - $199 / hr,10 - 49,"Marietta, GA","Packaging Design,Branding,Graphic Design,Web Design","10,70,10,10","""They allowed greater collaboration to eventually create a brand that we were happy with.""",https://www.id8agency.com/,https://clutch.co/profile/id8
Lift Graphic Design Studio,Packaging Design,a design and branding company,5.0,8 REVIEWS,No,"$10,000+",$100 - $149 / hr,2 - 9,"San Diego, CA","Packaging Design,Branding,Graphic Design,Logo","20,60,10,10","""Lift was flexible enough to meet our changing needs and deadline.""",https://liftsd.com/,https://clutch.co/profile/lift-graphic-design-studio
Frost*collective,Packaging Design,Strategic creative group,5.0,1 REVIEW,No,"$100,000+",$200 - $300 / hr,10 - 49,"Alexandria, Australia","Packaging Design,Branding,Logo,Interior Design,Graphic Design,Print Design","10,30,25,20,10,5",“Their team is good at distilling our message and turning it into something eye-catching and creative.”,https://www.frostcollective.com.au/,https://clutch.co/profile/frostcollective
Proof Branding,Packaging Design,"We craft purposeful, passionate brands.",5.0,8 REVIEWS,No,"$10,000+",$150 - $199 / hr,10 - 49,"Nashville, TN","Packaging Design,Branding,Logo,Print Design,Web Design","10,30,20,20,20",“They follow through with everything and we never have to wait.”,http://proofbranding.com/,https://clutch.co/profile/proof-branding
7 Layer Studio,Packaging Design,Branding + Design Agency,5.0,4 REVIEWS,No,Undisclosed,Undisclosed,2 - 9,"South Orange, NJ","Packaging Design,Branding,Graphic Design,Web Design,Content Marketing,Print Design,UX/UI Design","10,30,15,15,10,10,10","""7 Layer is creative, friendly, and accessible.""",https://7layerstudio.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/7-layer-studio
Noland Studio,Packaging Design,We help visionary brands become market leaders,5.0,2 REVIEWS,No,"$10,000+",$100 - $149 / hr,2 - 9,"Barcelona, Spain","Packaging Design,Branding,Graphic Design,Product Design,Video Production,Web Design","35,30,15,10,5,5","""We were treated like they really cared about us.""",https://noland.studio/,https://clutch.co/profile/noland-studio
OAX STUDIO,Packaging Design,WE ARE BRAND ARCHITECTS.,5.0,3 REVIEWS,No,"$10,000+",$100 - $149 / hr,2 - 9,"New York, NY","Packaging Design,Branding,Graphic Design,Logo,Product Design","20,20,20,20,20","""They make everything more simplistic and provide us with enough variety to understand what will and will not work out.""",https://weareoax.com/,https://clutch.co/profile/oax-studio
Skidmore Studio,Packaging Design,Human-centered branding & design studio,5.0,7 REVIEWS,No,"$25,000+",Undisclosed,10 - 49,"Detroit, MI","Packaging Design,Branding,Marketing Strategy,Web Design","20,50,15,15","""Skidmore cared about making sure we were happy with the results.""",https://www.skidmorestudio.com/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/skidmore-studio
Logo Design NYC,Packaging Design,"Unique, Memorable & Custom Logo Design Services",5.0,3 REVIEWS,No,Undisclosed,$100 - $149 / hr,2 - 9,"New York, NY","Packaging Design,Logo,Branding,Graphic Design","20,40,20,20","""100% seamless.""",https://www.logodesignnyc.com/,https://clutch.co/profile/logo-design-nyc
Vigor,Packaging Design,Do it with Vigor,4.8,11 REVIEWS,No,"$50,000+",$150 - $199 / hr,10 - 49,"Atlanta, GA","Packaging Design,Branding,Advertising,Interior Design,Other","15,50,20,10,5",“We’re very impressed with Vigor’s creativity.”,https://vigorbranding.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/vigor
Rebell Studio,Packaging Design,"BRANDING, COMMUNICATION STRATEGY, PRODUCTION HOUSE",5.0,5 REVIEWS,No,"$1,000+",$50 - $99 / hr,10 - 49,"Poznań, Poland","Packaging Design,Advertising,Branding,Corporate Photography,Graphic Design,Logo,Marketing Strategy,Print Design,Video Production","10,20,10,10,10,10,10,10,10","""They were hardworking, responsive, available at all hours, energetic, agreeable, pleasant, diligent, and creative.""",https://rebellstudio.pl/,https://clutch.co/profile/rebell-studio
NOA Labs,Packaging Design,Design | Engineer | Manufacture,5.0,2 REVIEWS,No,"$1,000+",$50 - $99 / hr,50 - 249,"Hong Kong, Hong Kong","Packaging Design,Contract Manufacturing,Product Design,Wearable App Development,Business Consulting","10,40,35,10,5",“Their team is competent and able to accomplish any tasks assigned to them.”,https://www.noa-labs.com/,https://clutch.co/profile/noa-labs
Evergreen Design Studio,Packaging Design,I create kick-ass brands and websites,5.0,4 REVIEWS,No,"$1,000+",$150 - $199 / hr,2 - 9,"Denver, CO","Packaging Design,Graphic Design,Event Marketing & Planning,Logo,Print Design,Search Engine Optimization,Web Design","10,40,10,10,10,10,10","""We are impressed with their sense of design and marketing knowledge.""",https://www.evergreendesignstudio.com/,https://clutch.co/profile/evergreen-design-studio
90291 Studio,Packaging Design,Los Angeles Design Agency.,5.0,6 REVIEWS,No,"$5,000+",$100 - $149 / hr,10 - 49,"Los Angeles, CA","Packaging Design,Branding,Graphic Design,Advertising,Marketing Strategy,Product Design","10,30,30,10,10,10","""It was very fortunate that our professional paths crossed each other. They’re an amazing company.""",https://90291studio.com/,https://clutch.co/profile/90291-studio
Here and Now Creative Co,Packaging Design,Anything but ordinary,5.0,7 REVIEWS,No,"$5,000+",$100 - $149 / hr,2 - 9,"Baltimore, MD","Packaging Design,Branding,Print Design","25,65,10","""We really appreciate Here & Now's unique approach to developing and creating a brand.""",https://www.hereandnowcreative.co/,https://clutch.co/profile/here-now-creative-co
Omit Studios,Packaging Design,Elevating the authentic,5.0,10 REVIEWS,No,"$10,000+",$150 - $199 / hr,2 - 9,"Boca Raton, FL","Packaging Design,Print Design,Graphic Design,Logo,UX/UI Design,Web Design","10,30,20,20,10,10","""Their attention to detail made it easier to work through issues in a timely manner.""",http://www.omitstudios.com/,https://clutch.co/profile/omit-studios
Hydrogen Advertising,Packaging Design,A full-service Seattle advertising agency,4.9,9 REVIEWS,No,"$10,000+",Undisclosed,10 - 49,"Seattle, WA","Packaging Design,Advertising,Media Planning & Buying,Branding,Content Marketing,Social Media Marketing,Web Design","10,30,20,10,10,10,10","""I'm impressed by their ability to take learnings from the previous season to help refine our strategy moving forward.""",http://hydrogenadvertising.com/,https://clutch.co/profile/hydrogen-advertising
Indiegogh Creative,Packaging Design,Empowering Women-Owned Brands,5.0,1 REVIEW,No,"$1,000+",Undisclosed,2 - 9,"Austin, TX","Packaging Design,Branding","50,50","""Indiegogh Creative has the ability to take my vision and make it 100x better with their clever eye for design.""",https://indiegogh.com/,https://clutch.co/profile/indiegogh-creative
FLOV Brand design studio.,Packaging Design,We craft brands®,5.0,1 REVIEW,No,"$1,000+",$25 - $49 / hr,10 - 49,"Wrocław, Poland","Packaging Design,Branding,Logo,Print Design,Video Production","20,30,30,10,10","""We appreciate that budget isn’t the number one factor when completing the work.""",http://www.flov.co/,https://clutch.co/profile/flov-brand-design-studio
Vedros Studio,Packaging Design,Brand Design and Research Studio,5.0,2 REVIEWS,No,"$10,000+",$150 - $199 / hr,2 - 9,"Los Angeles, CA","Packaging Design,Branding,Logo,Print Design,Web Design","20,30,20,20,10","""They were extremely good at managing communication and adhering to timelines as needed.""",https://www.vedrosstudio.com/,https://clutch.co/profile/vedros-studio
Vowels Branding LLC,Packaging Design,Creating impactful brands,5.0,5 REVIEWS,No,"$1,000+",Undisclosed,10 - 49,"Dubai, United Arab Emirates","Packaging Design,Branding,Logo,Graphic Design","10,40,40,10","""Their efforts and dedication towards the brand were priceless and unmatched.""",https://vowels.ae/,https://clutch.co/profile/vowels-branding
Steady Studio,Packaging Design,Let's Go Steady!,4.9,28 REVIEWS,No,"$1,000+",$100 - $149 / hr,2 - 9,"Coquitlam, Canada","Packaging Design,Branding,Graphic Design,Print Design,Web Design","10,30,25,20,15","""Their custom service is beyond fantastic!""",https://steadystudio.ca/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/steady-studio
Herman-Scheer,Packaging Design,We bring smart consumer brands to market.,5.0,13 REVIEWS,No,"$25,000+",$150 - $199 / hr,2 - 9,"Los Angeles, CA","Packaging Design,Branding,Logo,UX/UI Design,Web Design","10,60,10,10,10","""These guys want you to be successful first - and have amazing work to be proud of in the process.""",https://www.herman-scheer.com/,https://clutch.co/profile/herman-scheer
The O Group,Packaging Design,"Luxury Marketing, Branding + Creative Agency",5.0,13 REVIEWS,No,"$50,000+",$150 - $199 / hr,2 - 9,"New York, NY","Packaging Design,Logo,Web Design,Graphic Design,Digital Strategy,Print Design","10,25,25,20,15,5",“The O Group creates excellent products that show an understanding of us and meet our needs. They’re excellent partners…,http://www.ogroup.net/,https://clutch.co/profile/o-group
Coe Design,Packaging Design,Branding and Packaging Solutions,5.0,1 REVIEW,No,"$5,000+",$100 - $149 / hr,2 - 9,"San Diego, CA","Packaging Design,Advertising,Branding,Logo,Product Design","20,20,20,20,20","""They chose really beautiful fonts and colors.""",https://coedesign.com/,https://clutch.co/profile/coe-design
Silk Studio,Packaging Design,Start with Silk.,5.0,8 REVIEWS,No,"$25,000+",$150 - $199 / hr,2 - 9,"Marina del Rey, CA","Packaging Design,Branding,Logo,Graphic Design,Out of Home Design,Print Design","10,40,20,10,10,10","""We’re very happy with what Silk Studio created. We’ve received a lot of positive feedback on the design.""",http://www.madewithsilk.com/,https://clutch.co/profile/silk-studio
Noise 13,Packaging Design,"Strategy, Branding and Design",4.9,8 REVIEWS,No,"$50,000+",$200 - $300 / hr,10 - 49,"San Francisco, CA","Packaging Design,Branding,Graphic Design,UX/UI Design,Web Design,Market Research,Marketing Strategy","10,50,10,10,10,5,5","""They executed a creative vision that really helped us redefine our messaging, branding, and identity.""",http://noise13.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/noise-13
Grape,Packaging Design,Creative marketing agency,4.5,2 REVIEWS,No,"$10,000+",$100 - $149 / hr,10 - 49,"Kyiv, Ukraine","Packaging Design,Branding,Advertising,Content Marketing,Digital Strategy,Graphic Design,Marketing Strategy,Social Media Marketing,Web Design","10,20,10,10,10,10,10,10,10","""Their work has given us a tremendous upside in terms of a brand refresh.""",http://grape.ua/,https://clutch.co/profile/grape-3
R\West,Packaging Design,Portland Integrated Full-service Marketing Agency,5.0,1 REVIEW,No,"$10,000+",$150 - $199 / hr,50 - 249,"Portland, OR","Packaging Design,Branding,Video Production,Web Design,Advertising,Public Relations","20,20,20,20,10,10","""My next institution nearly doubled in size in 3 years I partnered with R\West there.""",http://www.rwest.com/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/rwest
modern8,Packaging Design,Brand by Design,5.0,13 REVIEWS,No,"$50,000+",$150 - $199 / hr,10 - 49,"Salt Lake City, UT","Packaging Design,Branding,Logo,Social Media Marketing,Web Design","15,60,15,5,5",“What stood out to me about modern8 was the collaborative and comprehensive nature of their brand development process.”,http://modern8.com/,https://clutch.co/profile/modern8
Reflective Media Inc.,Packaging Design,Reflecting ideas and products through design,5.0,3 REVIEWS,No,"$1,000+",$150 - $199 / hr,2 - 9,"Toronto, Canada","Packaging Design,Branding,Graphic Design,Print Design,Logo","65,10,10,10,5",“Fernanda was really able to take the project and run with it.”,https://www.reflective-media.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/reflective-media
Bartlett Brands,Packaging Design,Award-Winning Boutique Branding Agency,5.0,4 REVIEWS,No,"$10,000+",Undisclosed,2 - 9,"San Francisco, CA","Packaging Design,Branding,Marketing Strategy,Logo,Web Design","10,50,20,10,10","""Our team and our customers could not be happier with our image and identity.""",http://www.bartlettbrands.com/,https://clutch.co/profile/bartlett-brands
Left Hand Design,Packaging Design,Austin Graphic Design and Branding,5.0,19 REVIEWS,No,"$1,000+",$150 - $199 / hr,2 - 9,"Austin, TX","Packaging Design,Logo,Graphic Design,Print Design,Web Design","15,40,15,15,15","""Left Hand Design is very transparent and communicative about deadlines and what to expect throughout the process.""",https://lefthd.com/,https://clutch.co/profile/left-hand-design
Motion Agency,Packaging Design,ALWAYS MORE,5.0,1 REVIEW,No,"$10,000+",$100 - $149 / hr,50 - 249,"Chicago, IL","Packaging Design,Branding,Public Relations,Advertising,Digital Strategy,Graphic Design,Social Media Marketing,Web Design","10,20,20,10,10,10,10,10","""They were easy to work with and receptive of my comments and feedback.""",https://agencyinmotion.com/?utm_source=clutch&utm_medium=referral,https://clutch.co/profile/motion-agency
vinille,Packaging Design,Global design agency,4.7,14 REVIEWS,No,"$10,000+",$100 - $149 / hr,10 - 49,"Tallinn, Estonia","Packaging Design,Branding,UX/UI Design,Graphic Design,Product Design","15,45,20,10,10","""They are friendly, and therefore good at marketing, which is why we trusted them, but they can’t deliver."" """,http://www.vinille.com/,https://clutch.co/profile/vinille
crowdspring,Packaging Design,Design Done Better.,5.0,3 REVIEWS,No,Undisclosed,Undisclosed,10 - 49,"Chicago, IL","Packaging Design,Branding,Logo,Product Design,Web Design","20,30,30,10,10","""The graphic designers were great to work with and very receptive to making changes.""",https://www.crowdspring.com/,https://clutch.co/profile/crowdspring
Born & Bred,Packaging Design,The best brand are Born & Bred,5.0,1 REVIEW,No,"$10,000+",$150 - $199 / hr,10 - 49,"San Francisco, CA","Packaging Design,Branding,Graphic Design,Web Design,Marketing Strategy","20,40,20,15,5","""The quality of their work for the price is incredible.”""",http://www.bornandbredbrand.com/,https://clutch.co/profile/born-bred
Orchidea Agency,Packaging Design,Branding agency for companies demanding aesthetics,5.0,4 REVIEWS,No,"$5,000+",$25 - $49 / hr,2 - 9,"Kyiv, Ukraine","Packaging Design,Branding,Graphic Design,Web Design","40,40,10,10","""I am absolutely satisfied with everything they did!""",http://orchidea.agency/,https://clutch.co/profile/orchidea-agency
"Gearbox Functional Creative, Inc.",Packaging Design,We're geared to move you forward.,5.0,1 REVIEW,No,"$5,000+",$100 - $149 / hr,2 - 9,"St. Cloud, MN","Packaging Design,Advertising,Branding,Content Marketing,Web Design,Direct Marketing,Email Marketing,Other Digital Marketing,Social Media Marketing","10,20,20,15,15,5,5,5,5","""They’re a perfect partner that’s also enjoyable to work with.""",https://gearboxfc.com/,https://clutch.co/profile/gearbox-functional-creative
Willow & Blake,Packaging Design,Branding specialists.,5.0,4 REVIEWS,No,"$10,000+",$150 - $199 / hr,10 - 49,"Cremorne, Australia","Packaging Design,Branding,Graphic Design,Web Design,Logo","20,30,20,20,10","""Planning, delivery, communication, post-delivery, and recommendations were all perfect.""",http://www.willowandblake.com/,https://clutch.co/profile/willow-blake
"Griflan Design, Inc.",Packaging Design,A Creative Agency in Philadelphia,5.0,6 REVIEWS,No,"$50,000+",$200 - $300 / hr,2 - 9,"Philadelphia, PA","Packaging Design,Web Design,Print Design,Branding","10,60,20,10","""I don't think we could have done any better with any other design company.""",http://www.griflan.com/,https://clutch.co/profile/griflan-design
Cut Price Packaging,Packaging Design,Print With Custom Printing & Packaging Services,5.0,1 REVIEW,No,"$1,000+",$25 - $49 / hr,50 - 249,"Miami, FL",Packaging Design,100,"""They understood our brand image perfectly and translated it into stunning packaging.""",https://cutpricepackaging.com/,https://clutch.co/profile/cut-price-packaging
Goldforest Brand Communications,Packaging Design,Better Branding,5.0,2 REVIEWS,No,"$5,000+",$100 - $149 / hr,2 - 9,"Hollywood, FL","Packaging Design,Web Design,Advertising,Branding,Graphic Design,Marketing Strategy,Digital Strategy,Logo","20,20,15,15,10,10,5,5","""It’s not unusual for Goldforest Branding to go above and beyond my expectations.""",http://goldforest.com/,https://clutch.co/profile/goldforest-brand-communications
Studio Obacht,Packaging Design,Design for Good.,5.0,4 REVIEWS,No,"$1,000+",$50 - $99 / hr,2 - 9,"Amsterdam, Netherlands","Packaging Design,Graphic Design,Web Design,Web Development,UX/UI Design,Logo,Print Design","20,20,20,20,10,5,5",“Studio Obacht’s commitment to their work is impressive.”,https://www.obacht.co/,https://clutch.co/profile/studio-obacht
Clokendagger,Packaging Design,"Building relationships, one brand at a time.",5.0,2 REVIEWS,No,"$5,000+",$100 - $149 / hr,2 - 9,"Rapid City, SD","Packaging Design,Branding,Content Marketing,Graphic Design,Web Design","10,30,20,20,20","""I'm impressed with their quick turnaround time.""",https://www.clokendagger.com/,https://clutch.co/profile/clokendagger
Gurgaon Branding,Packaging Design,Influential Branding & Packaging Design Agency,5.0,1 REVIEW,No,"$1,000+",$50 - $99 / hr,2 - 9,"Gurugram, India","Packaging Design,Branding,Logo,Web Design,Graphic Design,Product Design","50,20,10,10,5,5","""They are very creative and have a sense of professionalism.""",https://gurgaonbranding.com/,https://clutch.co/profile/gurgaon-branding
studiobubble,Packaging Design,never settle,5.0,1 REVIEW,No,"$5,000+",Undisclosed,2 - 9,"Toronto, Canada","Packaging Design,Graphic Design,Print Design,Web Design","80,10,5,5","""We had a very pleasant experience working with studiobubble.""",http://www.studiobubble.com/,https://clutch.co/profile/studiobubble
Hydra Creative,Packaging Design,Hydra Creative,4.8,3 REVIEWS,No,"$1,000+",$100 - $149 / hr,10 - 49,"sheffield, United Kingdom","Packaging Design,Content Marketing,Digital Strategy,E-Commerce Development,Graphic Design,Marketing Strategy,Pay Per Click,Search Engine Optimization,Video Production,Web Development","10,10,10,10,10,10,10,10,10,10",“They’re supportive and easy to work with.”,https://www.hydracreative.com/,https://clutch.co/profile/hydra-creative
COLORTIME,Packaging Design,Full scale creative production studio,5.0,3 REVIEWS,No,"$5,000+",$150 - $199 / hr,10 - 49,"Rīga, Latvia","Packaging Design,Video Production,Advertising,Branding,Corporate Photography,Graphic Design","10,35,25,10,10,10","""COLORTIME is a great company with an even greater perspective to gain worldwide popularity.""",http://colortimework.com/,https://clutch.co/profile/colortime
Jacknife,Packaging Design,Making Things Better(er),5.0,1 REVIEW,No,"$10,000+",$150 - $199 / hr,10 - 49,"Toronto, Canada","Packaging Design,Branding,Logo,UX/UI Design,Web Design,Web Development,Social Media Marketing","15,35,15,10,10,10,5","""They’re exceptional to work with — they’ve been able to bring to life a lot of concepts that we like.""",https://jacknifedesign.com/,https://clutch.co/profile/jacknife
BrandJuice,Packaging Design,Brand Strategy // Innovation // Design,4.7,8 REVIEWS,No,"$75,000+",Undisclosed,10 - 49,"Denver, CO","Packaging Design,Branding,Graphic Design,Market Research,Video Production","10,50,20,10,10",“We're so impressed with the team and their attention to detail regarding our product.”,http://brandjuice.com/,https://clutch.co/profile/brandjuice
Design Shifu,Packaging Design,Unlimited Graphic Designs at a Monthly Flat Fee.,5.0,9 REVIEWS,No,"$1,000+",< $25 / hr,10 - 49,"Little Rock, AR","Packaging Design,Graphic Design,Logo,Print Design,Web Design","10,50,20,10,10","""Design Shifu greatly impacts the graphic design aspect of our business.""",https://designshifu.com/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/design-shifu
Station Four,Packaging Design,Building online experiences people love to use,4.8,2 REVIEWS,No,Undisclosed,$100 - $149 / hr,10 - 49,"Jacksonville, FL","Packaging Design,E-Commerce Development,Logo,Mobile App Development,Print Design,UX/UI Design,Web Design,Web Development,Branding,Digital Strategy,Market Research,Marketing Strategy","10,10,10,10,10,10,10,10,5,5,5,5","""It was just a pleasure working with them. Their team dynamics are very strong.""",http://www.stationfour.com/,https://clutch.co/profile/station-four
Deuce Studio,Packaging Design,Bringing Brands To Life,4.8,13 REVIEWS,No,"$10,000+",$100 - $149 / hr,2 - 9,"London, United Kingdom","Packaging Design,Branding","40,60","""I was impressed with their ability to see into the future and really understand our consumer base.""",http://www.deucestudio.com/,https://clutch.co/profile/deuce-studio
The Turtle Story,Packaging Design,We create standout brands.,4.9,15 REVIEWS,No,"$10,000+",$50 - $99 / hr,10 - 49,"Thane, India","Packaging Design,Branding,Logo,Web Design","25,60,10,5","""They were highly responsive and adaptive to any changes needed.""",https://www.theturtlestory.com/,https://clutch.co/profile/turtle-story
